Id,Label
211,52.5
212,80.5
213,77.2
214,83.5
215,100.2
216,49.3
217,44.2
218,46.8
219,41.2
220,41.0
221,45.0
222,34.5
223,31.3
224,24.5
225,25.9
226,45.9
227,42.0
228,47.4
229,43.7
230,52.9
231,42.4
232,42.0
233,46.8
234,40.8
235,39.0
236,33.3
237,34.4
238,36.7
239,44.5
240,71.9
241,69.4
242,75.4
243,71.8
244,77.2
245,78.5
246,93.6
247,88.7
248,107.7
249,93.6
250,103.6
251,102.2
252,101.5
253,103.1
254,109.2
255,103.0
256,105.5
257,115.4
258,167.6
259,144.5
260,115.2
261,137.1
262,265.0
263,330.9
264,230.4
265,184.7
266,289.2
267,368.1
268,306.6
269,140.5
270,130.5
271,145.5
272,228.9
273,423.0
274,334.9
275,308.2
276,299.4
277,273.7
278,215.7
279,148.7
280,67.7
281,40.4
282,32.8
283,34.2
284,39.9
285,46.7
286,46.4
287,41.7
288,40.8
289,48.5
290,47.6
291,44.1
292,52.4
293,42.1
294,41.2
295,46.4
296,40.3
297,33.8
298,31.2
299,32.3
300,38.9
301,41.2
302,46.3
303,41.5
304,40.5
305,42.0
306,48.8
307,48.4
308,46.6
309,41.5
310,46.3
311,40.6
312,38.1
313,26.2
314,30.6
315,33.7
316,39.1
317,46.4
318,41.9
319,41.8
320,46.7
321,42.6
322,47.6
323,47.3
324,43.0
325,46.8
326,41.7
327,40.2
328,39.6
329,46.9
330,60.4
331,126.9
332,313.4
333,294.4
334,118.0
335,113.8
336,297.7
337,160.5
338,122.6
339,130.2
340,161.3
341,285.9
342,164.7
343,166.3
344,117.5
345,120.7
346,189.7
347,216.1
348,370.9
349,388.3
350,345.2
351,533.9
352,553.8
353,597.1
354,560.6
355,481.5
356,288.9
357,256.6
358,229.4
359,172.1
360,155.6
361,258.5
362,347.5
363,303.0
364,262.7
365,228.6
366,204.9
367,156.3
368,87.6
369,68.7
370,66.3
371,66.0
372,92.3
373,147.7
374,213.3
375,165.2
376,77.8
377,62.8
378,61.2
379,77.4
380,52.1
381,43.6
382,47.5
383,48.5
384,40.4
385,36.3
386,63.3
387,204.1
388,388.2
389,414.1
390,654.2
391,782.1
392,539.8
393,419.0
394,257.2
395,161.7
396,148.1
397,102.5
398,122.3
399,171.9
400,160.5
401,220.3
402,596.0
403,432.3
404,343.6
405,306.2
406,120.1
407,108.7
408,97.1
409,97.0
410,124.0
411,137.7
412,117.6
413,109.7
414,115.2
415,136.0
416,142.9
417,132.4
418,113.2
419,95.1
420,80.1
421,63.4
422,59.2
423,51.9
424,47.4
425,48.3
426,48.7
427,47.7
428,40.9
429,32.8
430,32.1
431,38.8
432,39.5
433,53.6
434,58.0
435,52.6
436,57.3
437,50.9
438,50.1
439,50.3
440,49.8
441,50.2
442,50.9
443,56.6
444,51.6
445,50.1
446,49.9
447,49.2
448,44.3
449,46.1
450,41.6
451,34.1
452,38.5
453,36.1
454,53.3
455,50.4
456,48.9
457,44.5
458,49.1
459,57.1
460,51.3
461,50.4
462,50.1
463,49.8
464,43.8
465,48.6
466,49.9
467,50.2
468,55.4
469,50.5
470,44.4
471,49.0
472,49.7
473,48.4
474,37.0
475,58.9
476,56.2
477,51.7
478,59.8
479,76.0
480,83.7
481,88.0
482,109.5
483,174.8
484,317.1
485,366.8
486,365.2
487,378.7
488,357.6
489,264.4
490,107.5
491,89.9
492,74.4
493,69.5
494,85.8
495,81.1
496,112.3
497,100.8
498,300.1
499,331.6
500,189.4
501,100.7
502,84.7
503,60.1
504,73.1
505,71.9
506,200.1
507,111.5
508,139.8
509,328.4
510,332.9
511,308.7
512,179.5
513,202.4
514,177.1
515,100.8
516,91.8
517,116.9
518,76.4
519,63.0
520,66.2
521,64.3
522,60.8
523,63.3
524,61.3
525,64.8
526,85.9
527,53.1
528,62.0
529,51.7
530,52.1
531,67.5
532,59.1
533,60.2
534,63.9
535,102.1
536,122.0
537,96.8
538,119.4
539,112.6
540,120.4
541,100.4
542,144.7
543,232.1
544,309.1
545,427.9
546,380.7
547,324.9
548,168.9
549,137.0
550,161.0
551,281.0
552,294.5
553,200.0
554,182.5
555,207.2
556,387.7
557,259.7
558,168.3
559,154.8
560,151.4
561,146.4
562,177.1
563,314.3
564,391.5
565,242.0
566,323.4
567,273.8
568,118.2
569,80.1
570,77.4
571,69.9
572,72.8
573,71.2
574,64.9
575,63.1
576,59.7
577,47.6
578,46.4
579,34.0
580,26.8
581,40.3
582,47.4
583,49.2
584,50.4
585,56.4
586,51.7
587,56.1
588,51.4
589,43.5
590,49.6
591,49.2
592,48.3
593,48.2
594,40.1
595,32.5
596,33.9
597,39.3
598,47.0
599,48.6
600,49.2
601,50.2
602,55.6
603,49.9
604,48.8
605,43.9
606,48.4
607,49.5
608,48.8
609,48.0
610,36.5
611,33.2
612,33.8
613,45.2
614,47.7
615,44.8
616,55.4
617,63.1
618,61.0
619,74.7
620,113.4
621,217.2
622,306.2
623,365.8
624,364.3
625,336.7
626,214.2
627,98.0
628,95.3
629,60.5
630,63.3
631,69.9
632,68.9
633,73.3
634,60.6
635,55.7
636,59.9
637,64.6
638,80.3
639,90.2
640,66.6
641,67.8
642,62.2
643,57.3
644,52.0
645,50.6
646,44.6
647,51.9
648,63.1
649,60.6
650,63.2
651,76.9
652,79.0
653,80.3
654,90.3
655,92.9
656,97.2
657,84.1
658,85.7
659,81.3
660,80.0
661,78.6
662,80.5
663,82.7
664,69.4
665,64.1
666,94.8
667,83.5
668,107.7
669,126.2
670,277.4
671,326.0
672,250.8
673,130.2
674,99.4
675,100.6
676,95.5
677,88.7
678,104.0
679,121.0
680,154.6
681,314.9
682,305.8
683,299.1
684,371.1
685,289.4
686,296.8
687,326.1
688,301.7
689,537.9
690,831.8
691,670.8
692,411.7
693,318.4
694,325.3
695,284.5
696,232.1
697,143.1
698,124.3
699,124.3
700,122.5
701,140.0
702,136.9
703,128.4
704,106.7
705,108.5
706,117.0
707,135.1
708,187.4
709,365.8
710,210.5
711,120.2
712,91.2
713,86.8
714,79.2
715,72.3
716,69.6
717,67.6
718,51.5
719,37.0
720,34.6
721,35.3
722,42.9
723,49.9
724,55.8
725,50.8
726,51.3
727,48.8
728,49.9
729,50.0
730,50.1
731,50.1
732,57.6
733,51.5
734,55.7
735,48.8
736,40.3
737,34.1
738,32.0
739,34.7
740,50.9
741,50.7
742,56.4
743,52.0
744,50.2
745,49.1
746,46.2
747,55.1
748,52.3
749,56.6
750,51.7
751,47.9
752,43.9
753,48.2
754,46.3
755,36.1
756,40.4
757,36.6
758,48.3
759,47.7
760,43.4
761,54.0
762,64.7
763,176.8
764,323.9
765,357.6
766,363.9
767,363.1
768,361.0
769,340.8
770,171.6
771,164.5
772,338.1
773,273.2
774,271.7
775,257.3
776,240.8
777,413.8
778,332.8
779,237.6
780,136.9
781,107.1
782,103.2
783,92.2
784,97.2
785,99.1
786,100.5
787,191.7
788,362.2
789,304.5
790,270.4
791,288.5
792,364.0
793,174.4
794,123.7
795,115.0
796,127.2
797,117.8
798,119.3
799,119.5
800,120.5
801,131.2
802,132.7
803,161.2
804,326.6
805,393.3
806,160.6
807,81.0
808,77.6
809,96.0
810,80.5
811,93.1
812,81.5
813,79.4
814,73.6
815,79.5
816,81.8
817,86.4
818,79.7
819,83.5
820,85.7
821,87.4
822,119.4
823,138.2
824,189.4
825,352.0
826,661.9
827,675.5
828,469.7
829,197.3
830,150.9
831,200.5
832,256.1
833,457.7
834,460.7
835,155.7
836,153.2
837,97.7
838,98.2
839,107.9
840,126.7
841,112.6
842,117.6
843,120.9
844,113.4
845,108.3
846,135.0
847,201.6
848,132.3
849,143.2
850,138.7
851,101.6
852,70.3
853,60.1
854,57.5
855,57.1
856,64.2
857,61.8
858,61.4
859,65.5
860,56.5
861,64.7
862,61.9
863,67.1
864,60.9
865,55.6
866,48.7
867,43.1
868,39.3
869,42.3
870,48.0
871,48.2
872,43.3
873,47.3
874,41.7
875,41.5
876,43.9
877,53.9
878,49.4
879,48.8
880,38.0
881,35.9
882,25.7
883,30.1
884,27.2
885,46.0
886,55.0
887,43.6
888,48.3
889,41.4
890,41.0
891,48.0
892,48.3
893,43.6
894,48.0
895,42.3
896,45.5
897,32.1
898,28.1
899,30.4
900,33.9
901,52.9
902,67.6
903,49.7
904,52.8
905,48.2
906,64.6
907,83.8
908,61.6
909,51.2
910,45.2
911,40.0
912,38.1
913,24.7
914,26.4
915,36.1
916,46.6
917,46.9
918,40.7
919,40.3
920,40.1
921,46.4
922,48.3
923,48.2
924,46.6
925,41.4
926,38.0
927,25.1
928,23.5
929,32.6
930,39.0
931,48.3
932,47.7
933,42.3
934,41.2
935,46.5
936,40.4
937,41.3
938,46.2
939,41.8
940,46.5
941,37.6
942,24.6
943,24.2
944,32.2
945,40.7
946,48.7
947,47.6
948,55.1
949,54.3
950,40.9
951,40.1
952,40.5
953,40.9
954,46.3
955,41.9
956,30.7
957,24.9
958,29.8
959,35.1
960,41.1
961,47.6
962,48.5
963,47.9
964,41.7
965,41.0
966,46.3
967,47.6
968,40.6
969,46.3
970,41.1
971,40.0
972,49.7
973,115.5
974,129.7
975,263.2
976,485.8
977,323.9
978,317.6
979,293.3
980,298.3
981,153.1
982,136.3
983,197.1
984,240.5
985,362.1
986,408.6
987,562.1
988,574.1
989,491.4
990,650.7
991,456.6
992,534.1
993,413.6
994,236.6
995,126.1
996,100.5
997,81.3
998,58.6
999,52.3
1000,60.0
1001,56.8
1002,51.9
1003,57.8
1004,50.3
1005,48.9
1006,44.4
1007,35.2
1008,39.0
1009,49.4
1010,48.4
1011,48.5
1012,42.6
1013,46.3
1014,42.9
1015,47.6
1016,43.2
1017,48.2
1018,47.3
1019,40.5
1020,37.4
1021,33.2
1022,23.4
1023,27.7
1024,40.7
1025,46.7
1026,42.0
1027,47.7
1028,48.4
1029,42.0
1030,41.7
1031,47.1
1032,47.5
1033,45.7
1034,41.1
1035,45.0
1036,28.5
1037,29.2
1038,19.8
1039,34.3
1040,50.6
1041,43.0
1042,47.7
1043,42.1
1044,41.6
1045,42.4
1046,61.5
1047,49.5
1048,47.8
1049,49.2
1050,36.6
1051,34.5
1052,29.4
1053,46.2
1054,47.6
1055,48.7
1056,171.0
1057,47.6
1058,42.0
1059,46.9
1060,41.0
1061,40.1
1062,38.7
1063,35.9
1064,26.3
1065,30.5
1066,31.9
1067,37.8
1068,40.0
1069,40.6
1070,47.9
1071,48.9
1072,47.6
1073,41.7
1074,40.7
1075,40.8
1076,26.8
1077,27.4
1078,34.8
1079,42.3
1080,41.0
1081,46.7
1082,41.2
1083,40.2
1084,40.3
1085,40.5
1086,47.9
1087,50.0
1088,44.8
1089,32.6
1090,30.6
1091,25.8
1092,26.3
1093,44.6
1094,47.7
1095,47.4
1096,41.5
1097,40.5
1098,45.6
1099,40.7
1100,41.6
1101,48.3
1102,51.5
1103,29.0
1104,24.5
1105,29.7
1106,38.3
1107,40.3
1108,46.9
1109,41.6
1110,50.1
1111,53.5
1112,56.8
1113,66.2
1114,70.6
1115,126.1
1116,201.4
1117,289.5
1118,213.8
1119,165.7
1120,140.9
1121,178.2
1122,152.6
1123,147.9
1124,250.5
1125,378.4
1126,416.8
1127,369.4
1128,369.2
1129,339.3
1130,421.0
1131,503.3
1132,472.8
1133,451.0
1134,443.0
1135,331.4
1136,156.5
1137,125.4
1138,118.0
1139,107.6
1140,110.0
1141,108.5
1142,73.3
1143,50.6
1144,41.4
1145,34.1
1146,35.8
1147,46.4
1148,48.8
1149,47.7
1150,42.7
1151,46.6
1152,43.6
1153,42.7
1154,46.9
1155,39.0
1156,32.5
1157,31.2
1158,31.4
1159,33.5
1160,46.4
1161,42.4
1162,48.3
1163,49.1
1164,47.3
1165,41.8
1166,40.2
1167,38.2
1168,31.6
1169,24.7
1170,24.3
1171,31.0
1172,44.7
1173,46.4
1174,42.5
1175,47.0
1176,41.6
1177,41.8
1178,47.2
1179,48.0
1180,46.5
1181,33.7
1182,28.5
1183,21.7
1184,23.7
1185,38.5
1186,47.7
1187,48.8
1188,48.2
1189,44.2
1190,64.6
1191,80.8
1192,59.3
1193,234.3
1194,162.1
1195,56.6
1196,53.2
1197,62.9
1198,60.4
1199,59.6
1200,55.6
1201,66.5
1202,59.5
1203,93.9
1204,100.6
1205,295.7
1206,291.2
1207,89.8
1208,69.9
1209,65.0
1210,93.0
1211,81.4
1212,82.3
1213,100.4
1214,90.9
1215,74.2
1216,98.1
1217,75.6
1218,99.1
1219,100.5
1220,103.4
1221,111.2
1222,80.1
1223,78.0
1224,90.9
1225,264.9
1226,166.2
1227,82.1
1228,66.5
1229,60.2
1230,65.3
1231,74.5
1232,71.3
1233,79.0
1234,76.4
1235,77.7
1236,67.5
1237,73.4
1238,49.5
1239,40.6
1240,39.2
1241,54.7
1242,74.4
1243,77.5
1244,78.6
1245,74.7
1246,84.9
1247,81.2
1248,78.3
1249,76.0
1250,70.1
1251,61.7
1252,57.8
1253,77.3
1254,78.2
1255,65.8
1256,107.2
1257,278.9
1258,289.3
1259,185.8
1260,147.4
1261,109.3
1262,99.0
1263,135.4
1264,93.7
1265,259.8
1266,567.8
1267,486.4
1268,395.7
1269,391.1
1270,380.3
1271,355.3
1272,344.8
1273,218.9
1274,142.0
1275,193.6
1276,327.4
1277,413.8
1278,403.6
1279,408.1
1280,376.5
1281,335.3
1282,199.5
1283,101.4
1284,77.0
1285,72.7
1286,91.1
1287,182.5
1288,287.6
1289,111.8
1290,62.3
1291,78.4
1292,54.3
1293,51.6
1294,64.7
1295,53.7
1296,55.1
1297,53.7
1298,48.9
1299,39.6
1300,28.2
1301,35.1
1302,49.0
1303,49.9
1304,57.4
1305,58.4
1306,53.5
1307,46.2
1308,53.1
1309,42.4
1310,41.6
1311,39.9
1312,35.3
1313,41.6
1314,54.9
1315,50.0
1316,47.9
1317,43.8
1318,48.7
1319,50.2
1320,55.6
1321,51.4
1322,41.5
1323,32.0
1324,32.3
1325,39.7
1326,50.4
1327,50.6
1328,56.7
1329,56.7
1330,49.4
1331,43.8
1332,48.0
1333,48.0
1334,56.9
1335,35.8
1336,35.7
1337,56.8
1338,50.9
1339,47.7
1340,42.9
1341,53.9
1342,58.1
1343,87.5
1344,37.6
1345,35.7
1346,29.2
1347,28.3
1348,43.7
1349,42.5
1350,42.1
1351,49.4
1352,67.5
1353,77.3
1354,78.1
1355,79.7
1356,71.5
1357,53.9
1358,58.8
1359,63.2
1360,60.4
1361,60.8
1362,61.1
1363,63.3
1364,58.1
1365,53.0
1366,52.9
1367,46.6
1368,56.4
1369,56.6
1370,84.0
1371,59.8
1372,74.4
1373,53.5
1374,80.7
1375,74.1
1376,122.5
1377,252.5
1378,291.4
1379,190.7
1380,85.4
1381,82.8
1382,71.0
1383,82.5
1384,75.9
1385,68.7
1386,47.4
1387,50.8
1388,58.1
1389,47.5
1390,53.8
1391,43.6
1392,48.5
1393,43.3
1394,45.9
1395,41.5
1396,43.7
1397,40.3
1398,40.7
1399,49.0
1400,42.3
1401,28.2
1402,25.7
1403,38.6
1404,77.2
1405,80.6
1406,127.6
1407,142.9
1408,266.7
1409,494.6
1410,935.8
1411,811.5
1412,584.5
1413,143.7
1414,145.7
1415,137.3
1416,177.9
1417,135.1
1418,154.9
1419,192.7
1420,370.8
1421,400.2
1422,362.2
1423,333.8
1424,300.6
1425,243.9
1426,200.9
1427,105.1
1428,90.8
1429,88.0
1430,78.6
1431,59.6
1432,48.4
1433,53.4
1434,39.8
1435,38.8
1436,34.3
1437,47.5
1438,47.2
1439,43.2
1440,47.8
1441,41.0
1442,41.5
1443,40.5
1444,40.7
1445,45.7
1446,33.3
1447,31.1
1448,26.1
1449,38.6
1450,40.5
1451,46.2
1452,42.5
1453,47.8
1454,48.4
1455,41.1
1456,38.4
1457,30.7
1458,24.8
1459,29.6
1460,32.5
1461,39.2
1462,45.9
1463,41.8
1464,46.3
1465,35.4
1466,39.1
1467,40.5
1468,46.3
1469,39.3
1470,27.2
1471,26.1
1472,31.3
1473,38.6
1474,40.8
1475,47.9
1476,48.4
1477,42.3
1478,47.4
1479,40.4
1480,37.4
1481,31.9
1482,33.5
1483,25.5
1484,36.9
1485,60.9
1486,48.9
1487,57.9
1488,51.9
1489,45.6
1490,47.4
1491,57.2
1492,59.4
1493,49.5
1494,85.4
1495,201.0
1496,66.5
1497,52.2
1498,58.8
1499,59.2
1500,59.7
1501,58.2
1502,53.4
1503,62.4
1504,48.6
1505,54.4
1506,78.1
1507,267.8
1508,306.0
1509,70.8
1510,50.8
1511,40.7
1512,39.6
1513,39.1
1514,38.6
1515,32.5
1516,31.9
1517,23.7
1518,32.0
1519,38.7
1520,44.2
1521,39.7
1522,41.5
1523,46.0
1524,46.4
1525,40.9
1526,33.3
1527,23.0
1528,22.4
1529,29.4
1530,43.8
1531,48.9
1532,46.1
1533,41.1
1534,38.7
1535,39.5
1536,38.7
1537,37.0
1538,26.2
1539,29.1
1540,26.0
1541,37.1
1542,39.2
1543,39.9
1544,40.2
1545,40.5
1546,41.5
1547,47.6
1548,44.4
1549,24.1
1550,22.9
1551,26.3
1552,33.2
1553,38.3
1554,40.4
1555,46.7
1556,41.8
1557,44.5
1558,38.1
1559,31.9
1560,21.9
1561,21.7
1562,24.9
1563,42.1
1564,46.3
1565,40.5
1566,39.9
1567,40.3
1568,39.9
1569,38.3
1570,30.2
1571,24.3
1572,33.1
1573,41.5
1574,38.7
1575,41.0
1576,40.5
1577,39.2
1578,40.3
1579,44.6
1580,37.9
1581,25.1
1582,21.6
1583,21.4
1584,31.9
1585,42.2
1586,45.5
1587,41.3
1588,46.0
1589,40.0
1590,36.8
1591,26.1
1592,22.5
1593,24.3
1594,30.0
1595,43.8
1596,47.0
1597,41.0
1598,40.4
1599,39.8
1600,39.3
1601,32.6
1602,25.3
1603,30.5
1604,30.0
1605,35.8
1606,39.4
1607,46.2
1608,40.8
1609,37.9
1610,33.8
1611,39.7
1612,26.2
1613,26.0
1614,25.1
1615,38.2
1616,39.2
1617,45.6
1618,40.4
1619,40.8
1620,45.3
1621,39.6
1622,17.4
1623,22.2
1624,24.5
1625,34.3
1626,38.9
1627,41.8
1628,47.5
1629,47.3
1630,41.4
1631,37.1
1632,29.9
1633,30.8
1634,77.8
1635,129.1
1636,161.3
1637,194.8
1638,151.7
1639,187.5
1640,139.0
1641,135.8
1642,174.1
1643,147.7
1644,124.7
1645,135.5
1646,129.8
1647,172.5
1648,130.8
1649,117.7
1650,126.6
1651,130.7
1652,130.9
1653,147.3
1654,120.9
1655,130.3
1656,114.7
1657,116.9
1658,113.7
1659,130.4
1660,210.1
1661,213.8
1662,144.9
1663,138.6
1664,133.1
1665,145.4
1666,167.7
1667,151.1
1668,150.1
1669,149.8
1670,149.2
1671,140.2
1672,140.6
1673,187.6
1674,249.5
1675,194.1
1676,158.2
1677,73.4
1678,105.0
1679,68.4
1680,87.4
1681,59.5
1682,69.1
1683,56.1
1684,67.3
1685,99.7
1686,122.7
1687,199.2
1688,360.9
1689,356.9
1690,221.3
1691,188.0
1692,115.9
1693,163.7
1694,93.2
1695,127.8
1696,144.2
1697,106.5
1698,82.9
1699,101.3
1700,86.4
1701,131.7
1702,74.8
1703,164.7
1704,97.8
1705,98.4
1706,96.8
1707,106.3
1708,109.1
1709,108.0
1710,107.3
1711,100.5
1712,87.8
1713,93.9
1714,100.2
1715,104.9
1716,99.8
1717,97.8
1718,102.2
1719,73.4
1720,68.0
1721,61.9
1722,53.2
1723,52.5
1724,58.6
1725,72.6
1726,71.1
1727,75.9
1728,76.8
1729,51.2
1730,39.8
1731,37.6
1732,26.8
1733,23.9
1734,31.8
1735,45.2
1736,41.3
1737,46.8
1738,40.9
1739,40.6
1740,41.5
1741,43.0
1742,31.8
1743,30.0
1744,23.7
1745,25.0
1746,37.2
1747,39.4
1748,45.9
1749,42.6
1750,47.5
1751,47.3
1752,40.6
1753,28.6
1754,29.9
1755,25.3
1756,32.5
1757,37.7
1758,47.1
1759,47.6
1760,40.8
1761,39.5
1762,39.9
1763,37.7
1764,28.4
1765,23.5
1766,30.3
1767,32.1
1768,39.0
1769,40.7
1770,46.5
1771,40.8
1772,45.0
1773,44.1
1774,50.4
1775,83.9
1776,262.0
1777,240.3
1778,431.8
1779,564.7
1780,713.7
1781,657.4
1782,703.0
1783,645.0
1784,559.4
1785,312.4
1786,179.9
1787,139.9
1788,170.2
1789,243.6
1790,292.5
1791,256.7
1792,239.2
1793,335.4
1794,522.5
1795,553.6
1796,451.5
1797,245.9
1798,183.0
1799,131.4
1800,131.7
1801,109.7
1802,118.6
1803,129.3
1804,166.2
1805,318.8
1806,461.0
1807,518.8
1808,484.9
1809,342.2
1810,333.0
1811,315.0
1812,292.5
1813,288.7
1814,267.2
1815,215.5
1816,121.1
1817,98.6
1818,96.7
1819,97.1
1820,84.8
1821,91.1
1822,99.9
1823,88.4
1824,89.7
1825,92.0
1826,78.6
1827,71.2
1828,60.3
1829,64.9
1830,56.6
1831,70.0
1832,71.8
1833,126.9
1834,97.8
1835,88.2
1836,80.6
1837,84.8
1838,72.3
1839,80.8
1840,71.0
1841,91.3
1842,63.6
1843,43.2
1844,50.1
1845,98.9
1846,279.2
1847,339.0
1848,177.0
1849,131.9
1850,129.5
1851,213.2
1852,192.5
1853,106.1
1854,95.2
1855,95.3
1856,91.5
1857,81.4
1858,78.3
1859,80.7
1860,95.7
1861,100.3
1862,118.9
1863,225.4
1864,285.1
1865,126.2
1866,62.0
1867,49.6
1868,42.6
1869,45.4
1870,33.0
1871,26.6
1872,36.3
1873,48.8
1874,48.5
1875,47.9
1876,43.6
1877,49.5
1878,49.3
1879,50.0
1880,51.1
1881,54.8
1882,49.7
1883,42.3
1884,35.5
1885,27.6
1886,31.9
1887,38.3
1888,47.0
1889,47.9
1890,54.8
1891,43.0
1892,48.9
1893,48.5
1894,44.2
1895,51.5
1896,55.9
1897,50.7
1898,52.3
1899,35.2
1900,33.2
1901,27.4
1902,42.5
1903,47.8
1904,49.7
1905,54.6
1906,49.7
1907,43.3
1908,46.9
1909,62.6
1910,47.6
1911,41.8
1912,48.9
1913,51.5
1914,33.2
1915,28.9
1916,44.4
1917,49.4
1918,48.3
1919,45.1
1920,54.3
1921,55.3
1922,50.1
1923,49.6
1924,48.9
1925,42.1
1926,46.8
1927,45.9
1928,28.7
1929,37.3
1930,33.8
1931,45.4
1932,42.2
1933,48.6
1934,48.3
1935,43.6
1936,49.1
1937,51.7
1938,56.3
1939,51.4
1940,49.0
1941,41.2
1942,38.5
1943,33.0
1944,26.4
1945,42.1
1946,48.1
1947,54.0
1948,43.9
1949,50.0
1950,50.8
1951,43.5
1952,48.5
1953,65.5
1954,51.0
1955,55.1
1956,43.9
1957,45.9
1958,33.7
1959,32.0
1960,30.5
1961,42.7
1962,53.8
1963,51.0
1964,49.5
1965,55.3
1966,43.6
1967,48.5
1968,49.4
1969,43.7
1970,58.4
1971,54.9
1972,49.6
1973,48.7
1974,46.4
1975,34.9
1976,32.4
1977,34.3
1978,41.4
1979,54.2
1980,50.3
1981,49.3
1982,43.8
1983,47.5
1984,43.4
1985,49.0
1986,49.8
1987,50.0
1988,55.7
1989,51.0
1990,48.2
1991,352.1
1992,362.7
1993,360.5
1994,330.9
1995,220.3
1996,95.8
1997,80.1
1998,98.4
1999,88.7
2000,83.9
2001,82.0
2002,83.6
2003,80.5
2004,78.2
2005,65.3
2006,55.8
2007,47.6
2008,65.4
2009,89.6
2010,75.4
2011,94.4
2012,79.7
2013,137.9
2014,295.3
2015,328.0
2016,200.1
2017,277.1
2018,328.0
2019,290.8
2020,106.1
2021,64.5
2022,33.7
2023,33.1
2024,35.1
2025,46.9
2026,49.1
2027,55.6
2028,49.0
2029,51.8
2030,43.4
2031,46.4
2032,41.8
2033,45.5
2034,47.6
2035,47.2
2036,50.8
2037,36.8
2038,24.6
2039,23.1
2040,32.8
2041,43.8
2042,47.8
2043,48.6
2044,49.0
2045,48.6
2046,41.6
2047,40.7
2048,42.8
2049,49.1
2050,48.7
2051,46.0
2052,43.5
2053,26.1
2054,26.7
2055,26.9
2056,37.8
2057,46.0
2058,48.6
2059,49.0
2060,47.2
2061,41.9
2062,43.6
2063,66.8
2064,286.9
2065,173.6
2066,85.2
2067,65.4
2068,68.8
2069,26.4
2070,27.1
2071,39.4
2072,39.8
2073,41.2
2074,46.9
2075,47.6
2076,43.2
2077,46.5
2078,40.7
2079,34.9
2080,45.8
2081,40.7
2082,40.9
2083,48.1
2084,31.9
2085,24.4
2086,25.9
2087,36.0
2088,40.0
2089,41.0
2090,48.2
2091,42.6
2092,47.5
2093,47.3
2094,42.0
2095,40.8
2096,40.1
2097,41.9
2098,46.9
2099,46.0
2100,32.0
2101,25.6
2102,27.3
2103,30.2
2104,38.9
2105,46.9
2106,43.5
2107,47.5
2108,47.4
2109,42.2
2110,45.1
2111,40.3
2112,36.3
2113,44.8
2114,41.9
2115,46.9
2116,42.3
2117,45.1
2118,39.1
2119,25.3
2120,22.8
2121,26.1
2122,37.7
2123,46.9
2124,47.3
2125,47.3
2126,41.4
2127,40.6
2128,40.3
2129,41.1
2130,41.5
2131,47.3
2132,41.2
2133,39.4
2134,25.2
2135,23.9
2136,29.0
2137,26.3
2138,42.5
2139,53.5
2140,53.5
2141,455.0
